Source,Target,Type,Id,Tweet_type,Tweet_Sentiment_Group,Media_included,Source_device,Retweet_count,Like_count,Time,Weight
5371,5820,Directed,25879,quoted,Neutral,Yes,Android,1,16,2020-12-29 23:49:45+00:00,1
5371,5820,Directed,25880,replied_to,Neutral,Yes,Android,0,6,2020-12-29 23:48:10+00:00,1
2842,1997,Directed,25881,retweeted,Negative,No,Web-App,36,0,2020-12-29 23:38:32+00:00,1
56,6904,Directed,25882,retweeted,Neutral,No,iphone,45,0,2020-12-29 23:30:00+00:00,1
3147,6904,Directed,25883,quoted,Neutral,No,Android,0,2,2020-12-29 23:16:11+00:00,1
4178,6904,Directed,25884,retweeted,Neutral,No,Android,45,0,2020-12-29 23:15:58+00:00,1
11450,6904,Directed,25885,retweeted,Neutral,No,iphone,45,0,2020-12-29 23:14:45+00:00,1
1852,3524,Directed,25886,retweeted,Neutral,Yes,iphone,4,0,2020-12-29 23:02:58+00:00,1
6605,5570,Directed,25887,retweeted,Neutral,Yes,Web-App,12,0,2020-12-29 22:48:13+00:00,1
6605,5570,Directed,25888,retweeted,Neutral,No,Web-App,16,0,2020-12-29 22:38:42+00:00,1
5092,5092,Directed,25889,replied_to,Neutral,No,Web-App,0,1,2020-12-29 22:28:39+00:00,1
11592,3524,Directed,25890,retweeted,Neutral,Yes,Android,4,0,2020-12-29 22:16:18+00:00,1
6904,3391,Directed,25891,replied_to,Positive,No,Android,0,9,2020-12-29 22:10:29+00:00,1
6538,0,Directed,25892,Tweet,Neutral,No,Android,0,1,2020-12-29 22:03:48+00:00,1
8597,6904,Directed,25893,retweeted,Neutral,Yes,Android,22,0,2020-12-29 21:44:40+00:00,1
9350,1997,Directed,25894,retweeted,Negative,No,iphone,36,0,2020-12-29 21:37:20+00:00,1
8448,5965,Directed,25895,retweeted,Negative,No,Android,3,0,2020-12-29 21:22:09+00:00,1
8134,1997,Directed,25896,retweeted,Negative,No,Android,36,0,2020-12-29 21:19:29+00:00,1
11142,3391,Directed,25897,retweeted,Neutral,No,Android,2,0,2020-12-29 21:19:28+00:00,1
10420,1997,Directed,25898,retweeted,Negative,No,Web-App,36,0,2020-12-29 21:11:48+00:00,1
10475,6904,Directed,25899,retweeted,Neutral,Yes,Android,22,0,2020-12-29 21:08:32+00:00,1
10362,3391,Directed,25900,quoted,Neutral,Yes,Android,0,2,2020-12-29 21:08:04+00:00,1
609,6904,Directed,25901,retweeted,Neutral,Yes,Web-App,22,0,2020-12-29 20:50:46+00:00,1
9161,1997,Directed,25902,retweeted,Negative,No,Android,36,0,2020-12-29 20:47:15+00:00,1
6901,6904,Directed,25903,retweeted,Negative,No,iphone,7,0,2020-12-29 20:35:26+00:00,1
5535,6904,Directed,25904,retweeted,Neutral,Yes,iphone,22,0,2020-12-29 20:09:41+00:00,1
11085,6904,Directed,25905,retweeted,Neutral,No,Android,45,0,2020-12-29 20:04:35+00:00,1
6800,6904,Directed,25906,retweeted,Neutral,No,Web-App,45,0,2020-12-29 19:59:42+00:00,1
7358,6904,Directed,25907,retweeted,Neutral,No,Web-App,45,0,2020-12-29 19:54:20+00:00,1
2709,6904,Directed,25908,retweeted,Neutral,Yes,Android,22,0,2020-12-29 19:53:08+00:00,1
2709,6904,Directed,25909,retweeted,Negative,No,Android,7,0,2020-12-29 19:52:58+00:00,1
8679,6904,Directed,25910,retweeted,Neutral,No,Android,45,0,2020-12-29 19:32:55+00:00,1
10124,6904,Directed,25911,retweeted,Neutral,No,iphone,45,0,2020-12-29 19:30:37+00:00,1
10124,6904,Directed,25912,retweeted,Negative,No,iphone,7,0,2020-12-29 19:29:16+00:00,1
7437,5820,Directed,25913,replied_to,Neutral,No,Android,0,1,2020-12-29 19:21:34+00:00,1
1717,3524,Directed,25914,retweeted,Neutral,Yes,Android,4,0,2020-12-29 19:20:49+00:00,1
6136,1997,Directed,25915,retweeted,Negative,No,Android,36,0,2020-12-29 19:19:00+00:00,1
11938,1997,Directed,25916,retweeted,Negative,No,Android,36,0,2020-12-29 19:16:04+00:00,1
6604,6904,Directed,25917,retweeted,Neutral,Yes,Android,22,0,2020-12-29 19:13:51+00:00,1
3780,5820,Directed,25918,replied_to,Negative,No,Web-App,0,5,2020-12-29 19:11:48+00:00,1
11314,6904,Directed,25919,retweeted,Neutral,No,Android,45,0,2020-12-29 19:10:43+00:00,1
9688,9514,Directed,25920,retweeted,Positive,No,Web-App,2,0,2020-12-29 19:07:44+00:00,1
9688,9514,Directed,25921,retweeted,Negative,Yes,Web-App,2,0,2020-12-29 19:07:39+00:00,1
9005,6904,Directed,25922,retweeted,Neutral,No,Android,45,0,2020-12-29 19:05:21+00:00,1
10368,6904,Directed,25923,retweeted,Neutral,No,Android,9,0,2020-12-29 19:02:32+00:00,1
10611,1997,Directed,25924,retweeted,Negative,No,iphone,36,0,2020-12-29 18:59:51+00:00,1
10611,6904,Directed,25925,retweeted,Neutral,No,iphone,45,0,2020-12-29 18:59:15+00:00,1
9514,9514,Directed,25926,replied_to,Negative,Yes,Web-App,2,6,2020-12-29 18:58:11+00:00,1
1654,6904,Directed,25927,retweeted,Negative,No,Web-App,7,0,2020-12-29 18:57:48+00:00,1
9651,5820,Directed,25928,replied_to,Negative,No,Android,0,4,2020-12-29 18:57:43+00:00,1
1365,6904,Directed,25929,retweeted,Neutral,No,iphone,45,0,2020-12-29 18:57:02+00:00,1
2794,3524,Directed,25930,retweeted,Neutral,Yes,Web-App,4,0,2020-12-29 18:55:26+00:00,1
1654,6904,Directed,25931,retweeted,Neutral,No,Web-App,9,0,2020-12-29 18:53:27+00:00,1
1654,6904,Directed,25932,retweeted,Neutral,No,Web-App,45,0,2020-12-29 18:51:55+00:00,1
3524,0,Directed,25933,Tweet,Neutral,Yes,Web-App,4,14,2020-12-29 18:51:41+00:00,1
10906,6904,Directed,25934,retweeted,Neutral,No,Android,45,0,2020-12-29 18:49:52+00:00,1
9514,6904,Directed,25935,quoted,Positive,No,Web-App,2,5,2020-12-29 18:49:04+00:00,1
10611,6904,Directed,25936,retweeted,Negative,No,iphone,7,0,2020-12-29 18:48:25+00:00,1
10429,1997,Directed,25937,retweeted,Negative,No,iphone,36,0,2020-12-29 18:46:35+00:00,1
3953,1997,Directed,25938,retweeted,Negative,No,Android,36,0,2020-12-29 18:40:47+00:00,1
1654,6904,Directed,25939,retweeted,Neutral,Yes,Web-App,22,0,2020-12-29 18:35:31+00:00,1
8176,5820,Directed,25940,replied_to,Neutral,No,iphone,0,1,2020-12-29 18:34:58+00:00,1
1347,6904,Directed,25941,retweeted,Neutral,No,Web-App,45,0,2020-12-29 18:32:54+00:00,1
2119,6904,Directed,25942,retweeted,Neutral,No,Android,45,0,2020-12-29 18:27:56+00:00,1
8597,6904,Directed,25943,retweeted,Neutral,No,Android,9,0,2020-12-29 18:26:46+00:00,1
8597,6904,Directed,25944,retweeted,Neutral,No,Android,45,0,2020-12-29 18:25:54+00:00,1
5818,6904,Directed,25945,quoted,Neutral,No,Android,0,1,2020-12-29 18:25:53+00:00,1
5429,6904,Directed,25946,retweeted,Neutral,No,Android,45,0,2020-12-29 18:24:41+00:00,1
5674,6904,Directed,25947,retweeted,Neutral,No,Web-App,9,0,2020-12-29 18:22:49+00:00,1
3001,1997,Directed,25948,retweeted,Negative,No,Other,36,0,2020-12-29 18:22:21+00:00,1
2919,6904,Directed,25949,quoted,Negative,No,Android,1,8,2020-12-29 18:18:19+00:00,1
7776,1997,Directed,25950,retweeted,Negative,No,Web-App,36,0,2020-12-29 18:16:26+00:00,1
2247,5603,Directed,25951,replied_to,Neutral,No,Web-App,0,3,2020-12-29 18:14:08+00:00,1
10124,6904,Directed,25952,retweeted,Neutral,Yes,iphone,22,0,2020-12-29 18:09:34+00:00,1
3542,0,Directed,25953,Tweet,Positive,No,Android,0,0,2020-12-29 17:56:52+00:00,1
11261,1997,Directed,25954,retweeted,Negative,No,Android,36,0,2020-12-29 17:56:17+00:00,1
9941,1180,Directed,25955,retweeted,Neutral,No,Android,47,0,2020-12-29 17:54:22+00:00,1
9491,6904,Directed,25956,quoted,Neutral,No,Web-App,0,5,2020-12-29 17:54:13+00:00,1
9903,1997,Directed,25957,retweeted,Negative,No,Android,36,0,2020-12-29 17:53:51+00:00,1
9941,6904,Directed,25958,retweeted,Negative,No,Android,6,0,2020-12-29 17:53:43+00:00,1
7399,1997,Directed,25959,retweeted,Negative,No,Android,36,0,2020-12-29 17:53:29+00:00,1
12024,6904,Directed,25960,retweeted,Neutral,No,Web-App,9,0,2020-12-29 17:53:21+00:00,1
11680,5925,Directed,25961,replied_to,Neutral,No,Android,0,1,2020-12-29 17:49:57+00:00,1
5907,1997,Directed,25962,retweeted,Negative,No,Android,36,0,2020-12-29 17:48:13+00:00,1
988,1997,Directed,25963,retweeted,Negative,No,Android,36,0,2020-12-29 17:43:44+00:00,1
3542,5820,Directed,25964,quoted,Negative,No,Android,1,10,2020-12-29 17:43:20+00:00,1
1317,6904,Directed,25965,retweeted,Neutral,No,iphone,45,0,2020-12-29 17:42:45+00:00,1
8233,1997,Directed,25966,retweeted,Negative,No,Android,36,0,2020-12-29 17:42:33+00:00,1
8314,1997,Directed,25967,retweeted,Negative,No,iphone,36,0,2020-12-29 17:40:57+00:00,1
6916,1997,Directed,25968,retweeted,Negative,No,Android,36,0,2020-12-29 17:39:35+00:00,1
6743,6904,Directed,25969,quoted,Neutral,No,iphone,0,0,2020-12-29 17:39:19+00:00,1
10298,1997,Directed,25970,retweeted,Negative,No,Other,36,0,2020-12-29 17:38:54+00:00,1
10906,6904,Directed,25971,retweeted,Neutral,Yes,Android,22,0,2020-12-29 17:38:25+00:00,1
8011,1997,Directed,25972,retweeted,Negative,No,Android,36,0,2020-12-29 17:38:14+00:00,1
8161,1997,Directed,25973,retweeted,Negative,No,Android,36,0,2020-12-29 17:38:10+00:00,1
1997,5820,Directed,25974,quoted,Negative,No,Web-App,36,145,2020-12-29 17:37:24+00:00,1
7333,6904,Directed,25975,retweeted,Neutral,No,Android,9,0,2020-12-29 17:37:17+00:00,1
1002,5820,Directed,25976,quoted,Negative,No,Web-App,0,7,2020-12-29 17:37:01+00:00,1
9091,6904,Directed,25977,retweeted,Neutral,No,Android,9,0,2020-12-29 17:36:43+00:00,1
9091,6904,Directed,25978,retweeted,Neutral,No,Android,45,0,2020-12-29 17:36:08+00:00,1
1002,5820,Directed,25979,quoted,Negative,No,Web-App,0,6,2020-12-29 17:34:22+00:00,1
5371,5371,Directed,25980,replied_to,Neutral,No,Android,0,8,2020-12-29 17:32:46+00:00,1
8551,6904,Directed,25981,retweeted,Neutral,No,Android,45,0,2020-12-29 17:31:25+00:00,1
1002,6904,Directed,25982,retweeted,Negative,No,Web-App,7,0,2020-12-29 17:30:59+00:00,1
8033,6904,Directed,25983,retweeted,Negative,No,Web-App,7,0,2020-12-29 17:28:10+00:00,1
8033,6904,Directed,25984,retweeted,Neutral,Yes,Web-App,22,0,2020-12-29 17:26:23+00:00,1
6904,5820,Directed,25985,quoted,Negative,No,Android,7,28,2020-12-29 17:26:17+00:00,1
6044,6904,Directed,25986,retweeted,Neutral,Yes,Android,22,0,2020-12-29 17:25:28+00:00,1
12136,6904,Directed,25987,retweeted,Neutral,No,Android,45,0,2020-12-29 17:24:39+00:00,1
6904,3391,Directed,25988,quoted,Neutral,Yes,Android,22,150,2020-12-29 17:22:57+00:00,1
1989,6904,Directed,25989,quoted,Neutral,No,iphone,0,3,2020-12-29 17:17:03+00:00,1
750,6904,Directed,25990,retweeted,Neutral,No,iphone,45,0,2020-12-29 17:15:55+00:00,1
7056,6904,Directed,25991,retweeted,Neutral,No,Android,45,0,2020-12-29 17:15:16+00:00,1
9123,6904,Directed,25992,quoted,Neutral,No,Android,0,0,2020-12-29 17:12:38+00:00,1
5371,6904,Directed,25993,retweeted,Neutral,No,Android,45,0,2020-12-29 17:11:31+00:00,1
6397,6904,Directed,25994,retweeted,Neutral,No,Android,45,0,2020-12-29 17:09:21+00:00,1
5056,6904,Directed,25995,quoted,Negative,No,Android,0,0,2020-12-29 17:09:12+00:00,1
3854,6904,Directed,25996,quoted,Neutral,No,Android,0,0,2020-12-29 17:06:47+00:00,1
12156,6904,Directed,25997,retweeted,Neutral,No,iphone,45,0,2020-12-29 17:06:37+00:00,1
10221,6904,Directed,25998,retweeted,Neutral,No,Android,45,0,2020-12-29 17:04:33+00:00,1
6904,6904,Directed,25999,replied_to,Neutral,No,Android,9,102,2020-12-29 17:02:01+00:00,1
6904,0,Directed,26000,Tweet,Neutral,No,Android,45,203,2020-12-29 17:01:59+00:00,1
7014,3391,Directed,26001,retweeted,Neutral,No,Web-App,2,0,2020-12-29 17:00:37+00:00,1
11277,0,Directed,26002,Tweet,Neutral,No,Web-App,0,1,2020-12-29 15:47:26+00:00,1
10368,11993,Directed,26003,quoted,Neutral,No,Android,0,2,2020-12-29 14:52:15+00:00,1
1654,3391,Directed,26004,quoted,Positive,Yes,Web-App,2,13,2020-12-29 14:51:49+00:00,1
3391,3391,Directed,26005,replied_to,Neutral,No,iphone,2,26,2020-12-29 14:40:56+00:00,1
11993,3391,Directed,26006,quoted,Neutral,Yes,Web-App,0,3,2020-12-29 14:38:46+00:00,1
1054,6774,Directed,26007,retweeted,Neutral,No,Android,1,0,2020-12-29 11:18:25+00:00,1
9704,9187,Directed,26008,replied_to,Negative,No,Android,0,0,2020-12-28 21:39:20+00:00,1
3593,2958,Directed,26009,retweeted,Neutral,Yes,Android,77,0,2020-12-28 20:02:32+00:00,1
3079,0,Directed,26010,Tweet,Neutral,Yes,Web-App,0,2,2020-12-28 17:44:43+00:00,1
11993,2842,Directed,26011,retweeted,Positive,No,Web-App,1,0,2020-12-28 16:26:07+00:00,1
2842,5820,Directed,26012,quoted,Positive,No,Android,1,4,2020-12-28 16:07:09+00:00,1
7580,6904,Directed,26013,retweeted,Neutral,No,Android,83,0,2020-12-28 15:40:31+00:00,1
3147,6904,Directed,26014,quoted,Neutral,No,Android,0,2,2020-12-28 15:38:03+00:00,1
5894,6904,Directed,26015,retweeted,Neutral,No,Android,83,0,2020-12-28 14:55:46+00:00,1
290,0,Directed,26016,Tweet,Negative,No,iphone,0,0,2020-12-28 14:31:34+00:00,1
3978,0,Directed,26017,Tweet,Neutral,No,iphone,0,1,2020-12-28 14:28:29+00:00,1
7326,0,Directed,26018,Tweet,Neutral,Yes,Android,0,0,2020-12-28 13:54:26+00:00,1
951,5820,Directed,26019,quoted,Neutral,No,iphone,0,2,2020-12-28 13:51:40+00:00,1
5896,6904,Directed,26020,quoted,Neutral,No,Android,0,1,2020-12-28 13:22:06+00:00,1
6774,6904,Directed,26021,quoted,Neutral,No,iphone,1,4,2020-12-28 12:55:21+00:00,1
1054,948,Directed,26022,quoted,Neutral,No,Android,0,1,2020-12-28 12:51:05+00:00,1
344,10531,Directed,26023,retweeted,Neutral,Yes,iphone,1,0,2020-12-28 12:45:43+00:00,1
2394,0,Directed,26024,Tweet,Neutral,No,Other,0,0,2020-12-28 05:44:46+00:00,1
303,1180,Directed,26025,quoted,Neutral,Yes,Web-App,0,0,2020-12-28 03:29:28+00:00,1
1193,0,Directed,26026,Tweet,Neutral,No,Other,0,0,2020-12-28 02:25:12+00:00,1
1816,0,Directed,26027,Tweet,Neutral,Yes,Web-App,0,0,2020-12-28 01:45:34+00:00,1
10531,0,Directed,26028,Tweet,Neutral,Yes,Web-App,1,2,2020-12-28 00:44:57+00:00,1
10531,6402,Directed,26029,retweeted,Neutral,No,Web-App,1,0,2020-12-28 00:44:20+00:00,1
955,11258,Directed,26030,retweeted,Negative,Yes,Android,30,0,2020-12-28 00:30:06+00:00,1
6402,0,Directed,26031,Tweet,Neutral,No,Android,1,2,2020-12-28 00:26:02+00:00,1
1654,6941,Directed,26032,quoted,Neutral,No,Web-App,0,0,2020-12-28 00:18:15+00:00,1
11198,1180,Directed,26033,retweeted,Negative,Yes,Web-App,2727,0,2020-12-28 00:17:48+00:00,1
1654,750,Directed,26034,retweeted,Neutral,Yes,Web-App,2,0,2020-12-28 00:04:29+00:00,1
1654,5674,Directed,26035,retweeted,Neutral,No,Web-App,1,0,2020-12-27 23:55:19+00:00,1
5674,0,Directed,26036,Tweet,Neutral,No,Web-App,1,13,2020-12-27 23:51:04+00:00,1
6311,11258,Directed,26037,retweeted,Negative,Yes,Android,30,0,2020-12-27 22:22:46+00:00,1
1654,9460,Directed,26038,quoted,Neutral,No,Web-App,0,1,2020-12-27 21:35:13+00:00,1
2962,0,Directed,26039,Tweet,Neutral,No,Android,0,3,2020-12-27 21:26:49+00:00,1
4304,7884,Directed,26040,quoted,Neutral,No,Web-App,0,2,2020-12-27 20:07:07+00:00,1
10209,0,Directed,26041,Tweet,Neutral,No,Android,0,3,2020-12-27 19:24:03+00:00,1
8647,5973,Directed,26042,replied_to,Positive,No,Android,0,4,2020-12-27 18:31:06+00:00,1
1654,56,Directed,26043,quoted,Neutral,No,Web-App,0,1,2020-12-27 15:40:59+00:00,1
3130,6904,Directed,26044,retweeted,Neutral,Yes,Android,20,0,2020-12-27 14:57:54+00:00,1
10947,1180,Directed,26045,retweeted,Neutral,Yes,Android,276,0,2020-12-27 13:38:48+00:00,1
5674,6904,Directed,26046,retweeted,Neutral,Yes,Web-App,20,0,2020-12-27 13:38:05+00:00,1
10947,1180,Directed,26047,retweeted,Negative,Yes,Android,2727,0,2020-12-27 13:33:11+00:00,1
7708,0,Directed,26048,Tweet,Neutral,No,Android,0,1,2020-12-27 13:15:07+00:00,1
3813,0,Directed,26049,Tweet,Neutral,No,Web-App,0,0,2020-12-27 11:35:47+00:00,1
5336,0,Directed,26050,Tweet,Neutral,No,Android,0,0,2020-12-27 10:53:50+00:00,1
9278,8516,Directed,26051,retweeted,Positive,Yes,Android,71,0,2020-12-27 10:41:53+00:00,1
9135,1180,Directed,26052,retweeted,Neutral,Yes,Android,276,0,2020-12-27 05:52:29+00:00,1
4489,1180,Directed,26053,retweeted,Neutral,Yes,Android,276,0,2020-12-27 05:24:20+00:00,1
9241,1180,Directed,26054,retweeted,Negative,Yes,Android,2727,0,2020-12-27 05:16:35+00:00,1
9241,1180,Directed,26055,retweeted,Neutral,Yes,Android,276,0,2020-12-27 05:16:02+00:00,1
1838,11240,Directed,26056,quoted,Neutral,Yes,Web-App,0,3,2020-12-27 05:13:31+00:00,1
5906,0,Directed,26057,Tweet,Negative,No,Android,0,0,2020-12-27 04:02:41+00:00,1
5906,5762,Directed,26058,retweeted,Neutral,No,Android,8,0,2020-12-27 03:57:55+00:00,1
5906,9584,Directed,26059,retweeted,Neutral,No,Android,10,0,2020-12-27 03:57:43+00:00,1
5906,5820,Directed,26060,replied_to,Neutral,No,Android,0,0,2020-12-27 03:57:40+00:00,1
5906,5820,Directed,26061,quoted,Neutral,No,Android,0,1,2020-12-27 03:57:26+00:00,1
8975,11240,Directed,26062,replied_to,Positive,No,Android,0,0,2020-12-27 03:44:40+00:00,1
712,5570,Directed,26063,retweeted,Neutral,Yes,Web-App,12,0,2020-12-27 02:53:12+00:00,1
3708,6904,Directed,26064,retweeted,Neutral,Yes,Web-App,32,0,2020-12-27 02:10:43+00:00,1
6212,5429,Directed,26065,retweeted,Neutral,Yes,Android,19,0,2020-12-27 01:25:30+00:00,1
6212,5429,Directed,26066,retweeted,Positive,Yes,Android,19,0,2020-12-27 01:25:26+00:00,1
5973,8647,Directed,26067,replied_to,Positive,No,iphone,2,12,2020-12-27 01:19:17+00:00,1
1939,1180,Directed,26068,retweeted,Negative,Yes,Android,2727,0,2020-12-27 01:12:27+00:00,1
1939,8327,Directed,26069,retweeted,Neutral,Yes,Android,13,0,2020-12-27 01:11:50+00:00,1
7214,7366,Directed,26070,replied_to,Neutral,No,iphone,0,1,2020-12-27 00:48:26+00:00,1
712,5570,Directed,26071,retweeted,Neutral,No,Web-App,16,0,2020-12-26 23:01:50+00:00,1
4210,0,Directed,26072,Tweet,Neutral,No,Web-App,0,0,2020-12-26 22:45:58+00:00,1
11999,6947,Directed,26073,replied_to,Neutral,No,Web-App,0,2,2020-12-26 22:43:47+00:00,1
6323,10586,Directed,26074,retweeted,Positive,No,Web-App,58,0,2020-12-26 22:10:13+00:00,1
11820,1980,Directed,26075,retweeted,Positive,Yes,Other,17,0,2020-12-26 21:45:25+00:00,1
415,1980,Directed,26076,retweeted,Positive,Yes,Android,17,0,2020-12-26 21:44:46+00:00,1
415,5820,Directed,26077,quoted,Positive,No,Android,0,1,2020-12-26 21:44:24+00:00,1
415,1180,Directed,26078,retweeted,Negative,No,Android,20,0,2020-12-26 21:39:42+00:00,1
415,6904,Directed,26079,retweeted,Neutral,Yes,Web-App,57,0,2020-12-26 21:28:43+00:00,1
5973,10586,Directed,26080,retweeted,Positive,No,iphone,58,0,2020-12-26 20:34:22+00:00,1
10407,512,Directed,26081,quoted,Neutral,Yes,Android,0,1,2020-12-26 19:47:10+00:00,1
3708,6699,Directed,26082,retweeted,Positive,No,Web-App,11,0,2020-12-26 19:45:50+00:00,1
3708,2919,Directed,26083,retweeted,Negative,Yes,Web-App,3,0,2020-12-26 19:43:35+00:00,1
9709,0,Directed,26084,Tweet,Negative,No,Android,0,4,2020-12-26 19:38:17+00:00,1
3708,6904,Directed,26085,quoted,Negative,Yes,Web-App,0,0,2020-12-26 19:38:13+00:00,1
3708,2843,Directed,26086,retweeted,Neutral,Yes,Web-App,1,0,2020-12-26 19:26:51+00:00,1
3708,512,Directed,26087,replied_to,Neutral,No,Web-App,0,0,2020-12-26 19:26:41+00:00,1
3708,1914,Directed,26088,retweeted,Neutral,Yes,Web-App,2,0,2020-12-26 19:25:18+00:00,1
3708,10241,Directed,26089,retweeted,Neutral,Yes,Web-App,2,0,2020-12-26 19:25:14+00:00,1
3708,4181,Directed,26090,retweeted,Neutral,Yes,Web-App,3,0,2020-12-26 19:25:10+00:00,1
3708,1485,Directed,26091,retweeted,Neutral,Yes,Web-App,11,0,2020-12-26 19:25:00+00:00,1
3708,4183,Directed,26092,retweeted,Neutral,Yes,Web-App,3,0,2020-12-26 19:24:51+00:00,1
3708,11832,Directed,26093,retweeted,Neutral,Yes,Web-App,1,0,2020-12-26 19:24:41+00:00,1
3708,6239,Directed,26094,retweeted,Neutral,Yes,Web-App,22,0,2020-12-26 19:24:33+00:00,1
3708,701,Directed,26095,retweeted,Neutral,Yes,Web-App,2,0,2020-12-26 19:24:27+00:00,1
3708,4156,Directed,26096,retweeted,Neutral,Yes,Web-App,4,0,2020-12-26 19:24:10+00:00,1
3708,4156,Directed,26097,retweeted,Neutral,Yes,Web-App,3,0,2020-12-26 19:23:44+00:00,1
3708,6904,Directed,26098,retweeted,Neutral,No,Web-App,83,0,2020-12-26 19:23:22+00:00,1
3708,2760,Directed,26099,retweeted,Neutral,Yes,Web-App,15,0,2020-12-26 19:23:01+00:00,1
3708,105,Directed,26100,retweeted,Negative,Yes,Web-App,3,0,2020-12-26 19:22:53+00:00,1
3708,1882,Directed,26101,retweeted,Neutral,Yes,Web-App,15,0,2020-12-26 19:22:47+00:00,1
3708,11993,Directed,26102,retweeted,Neutral,No,Web-App,5,0,2020-12-26 19:22:37+00:00,1
3708,10906,Directed,26103,retweeted,Neutral,No,Web-App,15,0,2020-12-26 19:22:24+00:00,1
3708,2309,Directed,26104,retweeted,Neutral,Yes,Web-App,3,0,2020-12-26 19:22:18+00:00,1
3708,8636,Directed,26105,retweeted,Negative,Yes,Web-App,4,0,2020-12-26 19:21:41+00:00,1
3708,1988,Directed,26106,retweeted,Negative,Yes,Web-App,172,0,2020-12-26 19:21:21+00:00,1
3708,4128,Directed,26107,retweeted,Negative,Yes,Web-App,77,0,2020-12-26 19:21:17+00:00,1
3708,4668,Directed,26108,retweeted,Neutral,Yes,Web-App,11,0,2020-12-26 19:21:14+00:00,1
3708,4123,Directed,26109,retweeted,Neutral,Yes,Web-App,81,0,2020-12-26 19:21:10+00:00,1
3708,2981,Directed,26110,retweeted,Neutral,Yes,Web-App,11,0,2020-12-26 19:20:49+00:00,1
3708,9159,Directed,26111,retweeted,Neutral,Yes,Web-App,29,0,2020-12-26 19:20:43+00:00,1
3708,3195,Directed,26112,retweeted,Neutral,Yes,Web-App,7,0,2020-12-26 19:20:32+00:00,1
3708,1180,Directed,26113,retweeted,Neutral,Yes,Web-App,276,0,2020-12-26 19:20:28+00:00,1
10769,5908,Directed,26114,retweeted,Neutral,Yes,Web-App,4,0,2020-12-26 18:54:11+00:00,1
3708,3708,Directed,26115,retweeted,Neutral,Yes,Web-App,16,0,2020-12-26 18:22:36+00:00,1
9428,11258,Directed,26116,retweeted,Negative,Yes,iphone,30,0,2020-12-26 16:39:55+00:00,1
9123,8119,Directed,26117,retweeted,Neutral,No,Android,39,0,2020-12-26 14:42:08+00:00,1
11386,1180,Directed,26118,retweeted,Negative,Yes,Android,2727,0,2020-12-26 14:38:10+00:00,1
10356,1180,Directed,26119,retweeted,Negative,Yes,Android,2727,0,2020-12-26 13:41:23+00:00,1
11169,1180,Directed,26120,retweeted,Negative,Yes,Web-App,2727,0,2020-12-26 13:37:23+00:00,1
9891,1180,Directed,26121,retweeted,Negative,Yes,iphone,2727,0,2020-12-26 13:28:03+00:00,1
3861,4123,Directed,26122,retweeted,Neutral,Yes,iphone,81,0,2020-12-26 13:00:24+00:00,1
3861,4128,Directed,26123,retweeted,Negative,Yes,iphone,77,0,2020-12-26 13:00:20+00:00,1
3861,0,Directed,26124,Tweet,Neutral,No,iphone,0,1,2020-12-26 12:59:46+00:00,1
3861,1180,Directed,26125,retweeted,Negative,Yes,iphone,2727,0,2020-12-26 12:59:00+00:00,1
3861,4668,Directed,26126,retweeted,Neutral,Yes,iphone,11,0,2020-12-26 12:58:53+00:00,1
3861,2981,Directed,26127,retweeted,Neutral,Yes,iphone,11,0,2020-12-26 12:58:50+00:00,1
3861,9159,Directed,26128,retweeted,Neutral,Yes,iphone,29,0,2020-12-26 12:58:43+00:00,1
3861,3195,Directed,26129,retweeted,Neutral,Yes,iphone,7,0,2020-12-26 12:58:30+00:00,1
3861,5429,Directed,26130,retweeted,Neutral,Yes,iphone,19,0,2020-12-26 12:58:18+00:00,1
7001,8516,Directed,26131,retweeted,Positive,Yes,iphone,71,0,2020-12-26 11:52:36+00:00,1
1736,11258,Directed,26132,retweeted,Negative,Yes,Android,30,0,2020-12-26 05:59:26+00:00,1
3760,0,Directed,26133,Tweet,Neutral,No,Android,0,1,2020-12-26 04:09:45+00:00,1
7749,11258,Directed,26134,retweeted,Negative,Yes,Web-App,30,0,2020-12-26 03:44:27+00:00,1
9974,8647,Directed,26135,retweeted,Negative,No,Android,48,0,2020-12-26 03:42:21+00:00,1
8575,512,Directed,26136,replied_to,Neutral,No,Android,0,3,2020-12-26 03:34:35+00:00,1
5312,8894,Directed,26137,retweeted,Negative,Yes,Web-App,13,0,2020-12-26 02:55:38+00:00,1
6402,0,Directed,26138,Tweet,Neutral,No,Web-App,0,1,2020-12-26 02:26:35+00:00,1
10124,1989,Directed,26139,retweeted,Neutral,No,Web-App,1,0,2020-12-26 02:22:48+00:00,1
3273,2111,Directed,26140,retweeted,Neutral,Yes,Android,6,0,2020-12-26 02:20:12+00:00,1
3273,4123,Directed,26141,retweeted,Neutral,Yes,Android,81,0,2020-12-26 02:19:42+00:00,1
3273,1180,Directed,26142,retweeted,Negative,Yes,Android,2727,0,2020-12-26 02:19:16+00:00,1
3273,4668,Directed,26143,retweeted,Neutral,Yes,Android,11,0,2020-12-26 02:18:54+00:00,1
3273,2981,Directed,26144,retweeted,Neutral,Yes,Android,11,0,2020-12-26 02:16:53+00:00,1
3273,11258,Directed,26145,retweeted,Negative,Yes,Android,30,0,2020-12-26 02:16:24+00:00,1
