Id,Label,unnamed: 0,user_id,user_language,user_country,verified,followers_count,profile_image,splitter_z_value,stat_inf_class,modularity_class,pr_indegree,pr_indegree_normalized,pr_domain,pr_proximity,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,pr_rank,pr_rank_min-max-normalized,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,betweennesscentrality2,bridgingcoefficient,bridgingcentrality,Authority,Hub,Clustering Coefficient,pageranks,clustering,eigencentrality,KatzCentrality
2844,Suspended_User,2844,1231107173784129536,Portuguese,Brazil,Suspended_User,Suspended_User,default_profile_bigger.png,0,308,24,0,0,0,0,0,1,1,0,1,1,0,0,8,0.230384,0.238626,0,0,0,0,0,0.000119,0,0.000018,0,0,0
2845,ElGrandSapon,2845,1231389420785459201,Portuguese,Undefined_(Portuguese),False,37607,1231389420785459201.png,0,30,60,0,0,0,0,1,3,4,1,4,5,0,0,6,0.35791,0.387681,0,0,0,0,0,0.015013,1,0.000018,0.666667,0.000224,0
2846,RockandDors,2846,123151507,English,Undefined_(English),False,1073,123151507.png,0,213,523,0,0,0,0,0,1,1,0,1,1,0,0,7,0.286222,0.301454,0,0,0,0,0,0.001323,0,0.000018,0,0,0
2847,pandoradart,2847,1231618182743543810,Portuguese,Undefined_(Portuguese),False,211,1231618182743543810.png,0,239,34,0,0,0,0,0,1,1,0,1,1,0,0,8,0.243878,0.255259,0,0,0,0,0,0.000439,0,0.000018,0,0,0
2848,VenomaniaKou,2848,1231629551148634119,English,Undefined_(English),False,1266,1231629551148634119.png,0,102,491,1,0.000074,0.000074,0.000074,1,8,9,1,9,10,3309,0.000129,6,0.359375,0.391563,966,0,0,0,0,0.019072,0.138889,0.000033,0.111111,0.000219,0
2849,lopoliana,2849,1231640453059153925,Portuguese,Undefined_(Portuguese),False,71,1231640453059153925.png,0,30,469,0,0,0,0,0,1,1,0,1,1,0,0,6,0.357778,0.387164,0,0,0,0,0,0.014377,0,0.000018,0,0,0
2850,antdoff,2850,1231947636774752260,Portuguese,Undefined_(Portuguese),False,113,1231947636774752260.png,0,663,469,0,0,0,0,0,7,7,0,11,11,0,0,6,0.372111,0.400983,0,0,0,0,0,0.018816,0.714286,0.000018,0.47619,0,0
2851,SalaWilton,2851,1232287954007207940,Portuguese,Undefined_(Portuguese),False,47,1232287954007207940.png,0,171,438,0,0,0,0,0,1,1,0,1,1,0,0,8,0.222478,0.22931,0,0,0,0,0,0.000121,0,0.000018,0,0,0
2852,Sam_camsad,2852,1232332324387291137,Portuguese,Undefined_(Portuguese),False,1264,1232332324387291137.png,0,72,60,0,0,0,0,0,1,1,0,1,1,0,0,7,0.271425,0.282786,0,0,0,0,0,0.000343,0,0.000018,0,0,0
2853,MOOPellegrini,2853,1232350460218159104,Portuguese,United Kingdom,False,1446,1232350460218159104.png,0,703,469,0,0,0,0,0,3,3,0,4,4,0,0,6,0.368984,0.39598,0,0,0,0,0,0.016585,0.666667,0.000018,0.5,0,0
2854,Blacksa1t2,2854,1232679646979862529,English,Italy,False,138,1232679646979862529.png,0,154,24,0,0,0,0,0,2,2,0,2,2,0,0,8,0.227294,0.236487,0,0,0,0,0,0.000516,0,0.000018,0,0,0
2855,mirendinha,2855,1232803519662608384,English,Undefined_(English),False,1196,1232803519662608384.png,0,48,28,0,0,0,0,0,2,2,0,2,2,0,0,7,0.273422,0.286703,0,0,0,0,0,0.001385,0,0.000018,0,0,0
2856,OlindaBot,2856,1233021739573096449,Portuguese,Undefined_(Portuguese),False,811,1233021739573096449.png,0,239,34,0,0,0,0,0,1,1,0,1,1,0,0,8,0.243878,0.255259,0,0,0,0,0,0.000439,0,0.000018,0,0,0
2857,Gravitajao,2857,1233097734367989762,Portuguese,Undefined_(Portuguese),False,510,1233097734367989762.png,0,30,469,0,0,0,0,0,1,1,0,1,1,0,0,6,0.357778,0.387164,0,0,0,0,0,0.014377,0,0.000018,0,0,0
2858,Tazm_lett,2858,1233114483247198208,English,Undefined_(English),False,41,1233114483247198208.png,0,329,34,0,0,0,0,0,2,2,0,2,2,0,0,7,0.275685,0.288228,0,0,0,0,0,0.000246,0,0.000018,0,0,0
2859,aaaaaalelepo,2859,1233135943017803776,Unavailable_Lang_(Restricted),Unavailable_Country_(Restricted),False,1778,1233135943017803776.png,0,354,34,1,0.000074,0.836771,0.134082,1,0,1,1,0,1,3237,0.000126,0,0,0,0,0,0,0,0.000432,0,0,0.000018,0,0.00023,0
2860,AnaPaula8089,2860,1233204497960271873,Portuguese,Undefined_(Portuguese),False,266,1233204497960271873.png,0,304,60,0,0,0,0,0,2,2,0,2,2,0,0,7,0.282291,0.296399,0,0,0,0,0,0.001536,1,0.000018,0.5,0,0
2861,pandoramica,2861,1233230625311789056,Portuguese,Brazil,False,10,1233230625311789056.png,0,368,469,0,0,0,0,0,5,5,0,6,6,0,0,6,0.36969,0.397533,0,0,0,0,0,0.017691,0.6,0.000018,0.4,0,0
2862,Marlindebell,2862,1233345658402344960,Portuguese,Brazil,False,174,1233345658402344960.png,0,285,34,0,0,0,0,0,1,1,0,1,1,0,0,10,0.157972,0.161982,0,0,0,0,0,0.002955,0,0.000018,0,0,0
2863,sedismutabilis,2863,1233414580447141888,Portuguese,Brazil,False,1647,1233414580447141888.png,0,43,28,54,0.004007,0.836697,0.264557,55,12,67,70,22,92,390128,0.015217,6,0.373452,0.403558,20086.204214,0,0,0,0.014328,0.019768,0.123512,0.001155,0.090865,0.049488,0
2864,ronneimi,2864,1233447261901905921,Portuguese,Brazil,False,189,1233447261901905921.png,0,285,34,0,0,0,0,0,1,1,0,1,1,0,0,10,0.157972,0.161982,0,0,0,0,0,0.002955,0,0.000018,0,0,0
2865,leonmsampaio,2865,123378015,English,Brazil,False,250,123378015.png,0,303,28,0,0,0,0,0,1,1,0,1,1,0,0,7,0.279838,0.293742,0,0,0,0,0,0.000462,0,0.000018,0,0,0
2866,AndrewTracks,2866,1233819640628822017,English,United States,False,1474,1233819640628822017.png,0,95,28,0,0,0,0,0,1,1,0,1,1,0,0,7,0.272804,0.285409,0,0,0,0,0,0.001188,0,0.000018,0,0,0
2867,enzoarancibia9,2867,1233839521038508032,Catalan,Chile,False,276,1233839521038508032.png,0,183,443,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0.000018,0,0,0
2868,Thaliathehunte1,2868,1233908098001178624,Portuguese,Undefined_(Portuguese),False,248,1233908098001178624.png,0,285,34,0,0,0,0,0,1,1,0,1,1,0,0,10,0.157972,0.161982,0,0,0,0,0,0.002955,0,0.000018,0,0,0
2869,gthomazm,2869,1233933001333014532,Portuguese,Brazil,False,397,1233933001333014532.png,0,304,60,0,0,0,0,0,1,1,0,1,1,0,0,7,0.280081,0.293414,0,0,0,0,0,0.000899,0,0.000018,0,0,0
2870,debbiesooyaaa13,2870,1233985338,Portuguese,Undefined_(Portuguese),False,248,1233985338.png,0,30,491,0,0,0,0,0,2,2,0,2,2,0,0,6,0.358043,0.387854,0,0,0,0,0,0.014583,1,0.000018,1,0,0
2871,oyin______,2871,1234022835565322241,Unavailable_Lang_(Restricted),Unavailable_Country_(Restricted),False,15,1234022835565322241.png,0,354,23,2,0.000148,0.836771,0.134092,2,0,2,2,0,2,11764,0.000459,0,0,0,0,0,0,0,0.000486,0,0,0.000022,0,0.000449,0
2872,zkdliana,2872,1234111261606137856,Portuguese,Undefined_(Portuguese),False,16,1234111261606137856.png,0,211,34,0,0,0,0,0,1,1,0,1,1,0,0,7,0.264875,0.277489,0,0,0,0,0,0.000303,0,0.000018,0,0,0
2873,lensofvic,2873,1234176250702389248,Portuguese,Undefined_(Portuguese),False,86,1234176250702389248.png,0,30,469,0,0,0,0,0,1,1,0,2,2,0,0,6,0.357778,0.387164,0,0,0,0,0,0.014377,0,0.000018,0,0,0
2874,tomatecr0,2874,1234183905219051520,Portuguese,Undefined_(Portuguese),False,76,1234183905219051520.png,0,354,34,1,0.000074,0.836697,0.134072,1,2,3,1,2,3,3237,0.000126,8,0.245173,0.257793,0,0,0,0,0.000432,0.003472,0.666667,0.000018,0.333333,0.00023,0
2875,CincoCruzados,2875,1234242089493372928,English,Undefined_(English),False,219,1234242089493372928.png,0,344,60,0,0,0,0,0,1,1,0,1,1,0,0,7,0.273887,0.28552,0,0,0,0,0,0.000323,0,0.000018,0,0,0
2876,cienciafala,2876,1234452768842223616,Portuguese,Brazil,False,175,1234452768842223616.png,0,30,469,0,0,0,0,0,2,2,0,2,2,0,0,6,0.35791,0.387681,0,0,0,0,0,0.014444,1,0.000018,1,0,0
2877,_Rajasico_,2877,1234546064960708610,Portuguese,Undefined_(Portuguese),False,256,1234546064960708610.png,0,30,469,0,0,0,0,0,1,1,0,1,1,0,0,6,0.357778,0.387164,0,0,0,0,0,0.014377,0,0.000018,0,0,0
2878,maari_c1,2878,1234683158,Portuguese,Undefined_(Portuguese),False,74,1234683158.png,0,30,469,0,0,0,0,0,1,1,0,1,1,0,0,6,0.357778,0.387164,0,0,0,0,0,0.014377,0,0.000018,0,0,0
2879,Bio_marinha,2879,1234686817921839104,Portuguese,Brazil,False,15415,1234686817921839104.png,0,285,34,0,0,0,0,0,1,1,0,1,1,0,0,10,0.157972,0.161982,0,0,0,0,0,0.002955,0,0.000018,0,0,0
2880,RichardALoftus1,2880,1234874334092525568,Portuguese,Undefined_(Portuguese),False,1624,1234874334092525568.png,0,117,469,0,0,0,0,0,1,1,0,1,1,0,0,7,0.273965,0.28552,0,0,0,0,0,0.000105,0,0.000018,0,0,0
2881,lego_caslu,2881,1234883057007677441,Tagalog,Undefined_(Tagalog),False,55,1234883057007677441.png,0,30,469,0,0,0,0,0,1,1,0,3,3,0,0,6,0.357778,0.387164,0,0,0,0,0,0.014377,0,0.000018,0,0,0
2882,jenlisasdaugh_,2882,1234961294341672970,Portuguese,Undefined_(Portuguese),False,413,1234961294341672970.png,0,472,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000018,0,0,0
2883,Viniborges78,2883,1234986765787828224,Portuguese,Undefined_(Portuguese),False,32,1234986765787828224.png,0,358,367,7,0.000519,0.836919,0.196488,7,0,7,7,0,7,40485,0.001579,0,0,0,0,0,0,0,0.001012,0,0.190476,0.00008,0.142857,0.002341,0
2884,RuduittM,2884,1234994093920595970,Portuguese,Undefined_(Portuguese),False,1,1234994093920595970.png,0,285,34,0,0,0,0,0,1,1,0,1,1,0,0,10,0.157972,0.161982,0,0,0,0,0,0.002955,0,0.000018,0,0,0
2885,Suspended_User,2885,1235163885038178304,Portuguese,Undefined_(Portuguese),Suspended_User,Suspended_User,default_profile_bigger.png,0,285,34,0,0,0,0,0,1,1,0,1,1,0,0,10,0.157972,0.161982,0,0,0,0,0,0.002955,0,0.000018,0,0,0
2886,aleerrosa,2886,1235191705101570052,Portuguese,Brazil,False,145,1235191705101570052.png,0,285,34,0,0,0,0,0,1,1,0,1,1,0,0,10,0.157972,0.161982,0,0,0,0,0,0.002955,0,0.000018,0,0,0
2887,Suspended_User,2887,1235394996611813376,Portuguese,Brazil,Suspended_User,Suspended_User,default_profile_bigger.png,0,285,34,0,0,0,0,0,1,1,0,1,1,0,0,10,0.157972,0.161982,0,0,0,0,0,0.002955,0,0.000018,0,0,0
2888,MaDoloresSilve1,2888,1235420582365274112,Spanish,Undefined_(Spanish),False,873,1235420582365274112.png,0,841,543,0,0,0,0,0,1,1,0,1,1,0,0,7,0.263646,0.275764,0,0,0,0,0,0.000313,0,0.000018,0,0,0
2889,temquimicaaqui,2889,1235617438353547264,Portuguese,Undefined_(Portuguese),False,4022,1235617438353547264.png,0,30,469,0,0,0,0,0,2,2,0,3,3,0,0,6,0.358043,0.387854,0,0,0,0,0,0.014713,1,0.000018,0.5,0,0
2890,KISSESUNA,2890,1235722206937845768,Portuguese,Undefined_(Portuguese),False,828,1235722206937845768.png,0,285,34,0,0,0,0,0,1,1,0,1,1,0,0,10,0.157972,0.161982,0,0,0,0,0,0.002955,0,0.000018,0,0,0
2891,rafashini,2891,1235763896461471749,Portuguese,Brazil,False,213,1235763896461471749.png,0,30,24,0,0,0,0,0,2,2,0,2,2,0,0,6,0.358043,0.387854,0,0,0,0,0,0.015213,1,0.000018,1,0,0
2892,bolachaescureto,2892,1235774931008475136,Portuguese,Brazil,False,97,1235774931008475136.png,0,285,34,0,0,0,0,0,1,1,0,1,1,0,0,10,0.157972,0.161982,0,0,0,0,0,0.002955,0,0.000018,0,0,0
2893,itsmasidan,2893,1235796707784482816,Portuguese,Undefined_(Portuguese),False,66,1235796707784482816.png,0,783,7,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0.000199,0,0.000018,0,0,0
2894,sluagh_sith,2894,123588351,Czech,United States,False,1009,123588351.png,0,281,24,0,0,0,0,0,1,1,0,1,1,0,0,8,0.217715,0.224256,0,0,0,0,0,0.00001,0,0.000018,0,0,0
2895,Lord_Fedro,2895,1235927211397521409,Portuguese,Undefined_(Portuguese),False,94,1235927211397521409.png,0,250,34,0,0,0,0,0,1,1,0,1,1,0,0,8,0.244557,0.256294,0,0,0,0,0,0.000517,0,0.000018,0,0,0
2896,Camarada_Edu,2896,123595956,Portuguese,Brazil,False,39,123595956.png,0,213,523,0,0,0,0,0,1,1,0,1,1,0,0,7,0.286222,0.301454,0,0,0,0,0,0.001323,0,0.000018,0,0,0
2897,PhantomToku,2897,1236048191600156672,English,Undefined_(English),False,843,1236048191600156672.png,0,320,24,0,0,0,0,0,1,1,0,1,1,0,0,7,0.278226,0.291223,0,0,0,0,0,0.000815,0,0.000018,0,0,0
2898,ericoucia,2898,1236269907798634507,Portuguese,Undefined_(Portuguese),False,42,1236269907798634507.png,0,30,469,0,0,0,0,0,1,1,0,1,1,0,0,6,0.357778,0.387164,0,0,0,0,0,0.014377,0,0.000018,0,0,0
2899,alexis_myo,2899,1236410483495796736,Portuguese,Brazil,False,548,1236410483495796736.png,0,30,469,0,0,0,0,0,1,1,0,1,1,0,0,6,0.357778,0.387164,0,0,0,0,0,0.014377,0,0.000018,0,0,0
2900,AkihikoOgawa3,2900,1236498376516042753,English,Undefined_(English),False,533,1236498376516042753.png,0,521,28,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0.000414,0,0.000018,0,0,0
2901,ShinxFa,2901,1236541431008944128,English,Undefined_(English),False,35,1236541431008944128.png,0,101,24,0,0,0,0,0,1,1,0,1,1,0,0,8,0.218948,0.225808,0,0,0,0,0,0.000344,0,0.000018,0,0,0
2902,Legumendoas,2902,1236791282929991681,Portuguese,Undefined_(Portuguese),False,938,1236791282929991681.png,0,22,523,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0.000053,0,0.000018,0,0,0
2903,lampyriss_,2903,1236803255101009920,Portuguese,Undefined_(Portuguese),False,184,1236803255101009920.png,0,30,469,0,0,0,0,0,1,1,0,1,1,0,0,6,0.357778,0.387164,0,0,0,0,0,0.014377,0,0.000018,0,0,0
2904,helysondiniz,2904,1236840704229466112,Unavailable_Lang_(Restricted),Unavailable_Country_(Restricted),False,1256,1236840704229466112.png,0,240,367,1,0.000074,0.836771,0.198034,1,0,1,1,0,1,4729,0.000184,0,0,0,0,0,0,0,0.000369,0,0,0.000025,0,0.000657,0
2905,Matheussalimm,2905,1237059751881687041,English,Undefined_(English),False,122,1237059751881687041.png,0,358,469,1,0.000074,0.836771,0.196402,1,0,1,1,0,1,9273,0.000362,0,0,0,0,0,0,0,0.000712,0,0,0.000026,0,0.000987,0
2906,Jeffwin72095858,2906,1237068524767633409,Portuguese,Undefined_(Portuguese),False,433,1237068524767633409.png,0,30,34,0,0,0,0,0,2,2,0,2,2,0,0,6,0.358043,0.387854,0,0,0,0,0,0.014493,1,0.000018,0.5,0,0
2907,carolgalvmaia,2907,1237071860560510978,Portuguese,Undefined_(Portuguese),False,89,1237071860560510978.png,0,330,23,0,0,0,0,0,1,1,0,1,1,0,0,7,0.291843,0.308139,0,0,0,0,0,0.00083,0,0.000018,0,0,0
2908,nagaro__,2908,1237096477870239744,Portuguese,Undefined_(Portuguese),False,514,1237096477870239744.png,0,285,34,0,0,0,0,0,1,1,0,1,1,0,0,10,0.157972,0.161982,0,0,0,0,0,0.002955,0,0.000018,0,0,0
2909,zaoxavier,2909,1237144222840631297,Portuguese,Undefined_(Portuguese),False,90,1237144222840631297.png,0,8,34,0,0,0,0,0,3,3,0,3,3,0,0,8,0.244557,0.257501,0,0,0,0,0,0.003728,0.333333,0.000018,0.166667,0,0
2910,dends11,2910,1237175204197081088,English,Undefined_(English),False,18,1237175204197081088.png,0,30,469,0,0,0,0,0,1,1,0,1,1,0,0,6,0.357778,0.387164,0,0,0,0,0,0.014377,0,0.000018,0,0,0
2911,biancfc,2911,1237185202427957248,Portuguese,Undefined_(Portuguese),False,2,1237185202427957248.png,0,182,34,0,0,0,0,0,2,2,0,2,2,0,0,7,0.276,0.288583,0,0,0,0,0,0.001331,0,0.000018,0,0,0
2912,_ohcrab,2912,1237209370259267587,English,Brazil,False,20529,1237209370259267587.png,0,305,491,36,0.002671,0.002671,0.002671,36,4,40,36,4,40,224247,0.008747,7,0.311613,0.33407,22865.773395,0,0,0,0.001704,0.001753,0.007692,0.000405,0.003846,0.007884,0
2913,badbadnotgal,2913,1237369434,Portuguese,Brazil,False,802,1237369434.png,0,285,34,0,0,0,0,0,1,1,0,1,1,0,0,10,0.157972,0.161982,0,0,0,0,0,0.002955,0,0.000018,0,0,0
2914,saviollacerd,2914,1237438120917897220,Portuguese,Undefined_(Portuguese),False,107,1237438120917897220.png,0,383,523,0,0,0,0,0,1,1,0,1,1,0,0,7,0.297597,0.313729,0,0,0,0,0,0.002123,0,0.000018,0,0,0
2915,_themonie_,2915,1237506722157256704,Portuguese,Brazil,False,362,1237506722157256704.png,0,462,34,0,0,0,0,0,3,3,0,5,5,0,0,6,0.358708,0.388889,0,0,0,0,0,0.017441,0.333333,0.000018,0.166667,0,0
2916,juliamari415,2916,1237507609005101056,English,Undefined_(English),False,2729,1237507609005101056.png,0,285,34,0,0,0,0,0,2,2,0,3,3,0,0,7,0.264658,0.277886,0,0,0,0,0,0.003315,0,0.000018,0,0,0
2917,Noahluchas,2917,1237607453455306752,Portuguese,Undefined_(Portuguese),False,103,1237607453455306752.png,0,643,23,0,0,0,0,0,7,7,0,7,7,0,0,7,0.332416,0.361572,0,0,0,0,0,0.003158,0.380952,0.000018,0.214286,0,0
2918,Am_Penbun,2918,1237742789233987587,English,Undefined_(English),False,56,1237742789233987587.png,0,154,24,0,0,0,0,0,1,1,0,1,1,0,0,8,0.221306,0.228395,0,0,0,0,0,0.000352,0,0.000018,0,0,0
2919,NewtDesenhista,2919,1237749329512857600,English,Undefined_(English),False,635,1237749329512857600.png,0,388,469,0,0,0,0,0,3,3,0,3,3,0,0,7,0.286902,0.300954,0,0,0,0,0,0.00054,0.666667,0.000018,0.333333,0,0
2920,mayaracfig,2920,1237920432608571393,English,Undefined_(English),False,296,1237920432608571393.png,0,521,28,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0.000414,0,0.000018,0,0,0
2921,flarebringer,2921,1237925510,Portuguese,Undefined_(Portuguese),False,124,1237925510.png,0,30,469,0,0,0,0,0,1,1,0,1,1,0,0,6,0.357778,0.387164,0,0,0,0,0,0.014377,0,0.000018,0,0,0
2922,GLordd_G,2922,1237952129614086144,Portuguese,Brazil,False,273,1237952129614086144.png,0,285,34,0,0,0,0,0,1,1,0,1,1,0,0,10,0.157972,0.161982,0,0,0,0,0,0.002955,0,0.000018,0,0,0
2923,LobatoCaina,2923,1238043312835170304,English,Undefined_(English),False,17,1238043312835170304.png,0,816,227,0,0,0,0,0,3,3,0,3,3,0,0,7,0.282539,0.296424,0,0,0,0,0,0.001057,0,0.000018,0,0,0
2924,f0dethepe0ple,2924,1238062385946144768,Portuguese,Undefined_(Portuguese),False,655,1238062385946144768.png,0,285,34,0,0,0,0,0,1,1,0,1,1,0,0,10,0.157972,0.161982,0,0,0,0,0,0.002955,0,0.000018,0,0,0
2925,EnricoLB1,2925,1238194327962206215,Portuguese,Brazil,False,269,1238194327962206215.png,0,285,34,0,0,0,0,0,1,1,0,1,1,0,0,10,0.157972,0.161982,0,0,0,0,0,0.002955,0,0.000018,0,0,0
2926,bruwars,2926,1238254621807857670,English,Undefined_(English),False,172,1238254621807857670.png,0,217,523,0,0,0,0,0,3,3,0,5,5,0,0,6,0.359777,0.390442,0,0,0,0,0,0.015927,1,0.000018,0.833333,0,0
2927,GSFerreiraBio,2927,1238439629487046657,English,Germany,False,661,1238439629487046657.png,0,270,523,0,0,0,0,0,10,10,0,13,13,0,0,6,0.336117,0.362543,0,0,0,0,0,0.006389,0.511111,0.000018,0.355556,0,0
2928,Carlos42768084,2928,1238607731919130625,English,Undefined_(English),False,175,1238607731919130625.png,0,93,469,0,0,0,0,0,29,29,0,88,88,0,0,6,0.402668,0.43951,0,0,0,0,0,0.026679,0.337438,0.000018,0.224138,0,0
2929,_PaleoGeek_,2929,1238874095049195521,English,United Kingdom,False,3863,1238874095049195521.png,0,799,24,136,0.010091,0.836697,0.266703,136,16,152,157,23,180,880514,0.034345,6,0.374176,0.406753,61262.583307,0,0,0,0.027547,0.022379,0.046889,0.002474,0.026982,0.074311,0
2930,_lamix_0,2930,1238884889124122626,Portuguese,Undefined_(Portuguese),False,208,1238884889124122626.png,0,285,34,0,0,0,0,0,1,1,0,1,1,0,0,10,0.157972,0.161982,0,0,0,0,0,0.002955,0,0.000018,0,0,0
2931,jshuanoir,2931,1238885809824174082,Portuguese,Undefined_(Portuguese),False,3389,1238885809824174082.png,0,239,34,0,0,0,0,0,1,1,0,1,1,0,0,8,0.243878,0.255259,0,0,0,0,0,0.000439,0,0.000018,0,0,0
2932,tigligordusg,2932,1239256578454323200,Portuguese,Undefined_(Portuguese),False,1549,1239256578454323200.png,0,314,34,0,0,0,0,0,8,8,0,9,9,0,0,7,0.291931,0.310995,0,0,0,0,0,0.005115,0.178571,0.000018,0.089286,0,0
2933,VelhoteEmo,2933,1239290535799595010,Portuguese,Undefined_(Portuguese),False,125,1239290535799595010.png,0,182,491,0,0,0,0,0,1,1,0,1,1,0,0,7,0.271044,0.2822,0,0,0,0,0,0.000813,0,0.000018,0,0,0
2934,aleobico,2934,1239409968513761280,Portuguese,Undefined_(Portuguese),False,60,1239409968513761280.png,0,107,543,0,0,0,0,0,1,1,0,1,1,0,0,7,0.264079,0.276368,0,0,0,0,0,0.000092,0,0.000018,0,0,0
2935,LyE1ght,2935,1239564142236831744,Portuguese,Undefined_(Portuguese),False,486,1239564142236831744.png,0,30,469,0,0,0,0,0,1,1,0,1,1,0,0,6,0.357778,0.387164,0,0,0,0,0,0.014377,0,0.000018,0,0,0
2936,Kumashiro2115,2936,1239572227,Portuguese,Undefined_(Portuguese),False,392,1239572227.png,0,30,23,0,0,0,0,0,2,2,0,2,2,0,0,6,0.363568,0.393599,0,0,0,0,0,0.015207,1,0.000018,1,0,0
2937,doceksj,2937,1239573941267685378,Portuguese,Undefined_(Portuguese),False,141,1239573941267685378.png,0,285,34,0,0,0,0,0,1,1,0,1,1,0,0,10,0.157972,0.161982,0,0,0,0,0,0.002955,0,0.000018,0,0,0
2938,rukasu_art,2938,1239618529143513090,Portuguese,Undefined_(Portuguese),False,35096,1239618529143513090.png,0,810,23,0,0,0,0,0,1,1,0,1,1,0,0,7,0.28462,0.298435,0,0,0,0,0,0.000128,0,0.000018,0,0,0
2939,cirino_art,2939,1239718315242684416,Portuguese,Brazil,False,3371,1239718315242684416.png,0,847,60,0,0,0,0,0,3,3,0,3,3,0,0,7,0.304444,0.323839,0,0,0,0,0,0.004083,0.666667,0.000018,0.333333,0,0
2940,teixeiralucas20,2940,1239723113337815045,Portuguese,Brazil,False,275,1239723113337815045.png,0,285,34,0,0,0,0,0,1,1,0,1,1,0,0,10,0.157972,0.161982,0,0,0,0,0,0.002955,0,0.000018,0,0,0
2941,na4gacuga,2941,1239730978039517190,English,Brazil,False,194,1239730978039517190.png,0,331,24,2,0.000148,0.836697,0.258314,2,2,4,2,2,4,9397,0.000367,7,0.327563,0.353397,0,0,0,0,0.001875,0.001083,1,0.000177,0.666667,0.023894,0
2942,gabriel12b,2942,1239916500187832322,Portuguese,Brazil,False,716,1239916500187832322.png,0,285,34,0,0,0,0,0,1,1,0,1,1,0,0,10,0.157972,0.161982,0,0,0,0,0,0.002955,0,0.000018,0,0,0
2943,ThEonEwHodReam3,2943,1239965264814333953,English,Undefined_(English),False,10,1239965264814333953.png,0,177,253,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0.000503,0,0.000018,0,0,0
2944,_groma,2944,123998132,Portuguese,Brazil,False,425,123998132.png,0,30,469,0,0,0,0,0,1,1,0,1,1,0,0,6,0.357778,0.387164,0,0,0,0,0,0.014377,0,0.000018,0,0,0
2945,AardyV,2945,1240052459701075969,English,Undefined_(English),False,603,1240052459701075969.png,0,473,23,0,0,0,0,0,8,8,0,8,8,0,0,6,0.359241,0.391477,0,0,0,0,0,0.017319,0.428571,0.000018,0.321429,0,0
2946,helviofsarruda,2946,1240058325791891456,Portuguese,United States,False,109,1240058325791891456.png,0,211,34,0,0,0,0,0,1,1,0,1,1,0,0,7,0.264875,0.277489,0,0,0,0,0,0.000303,0,0.000018,0,0,0
2947,largepasso,2947,124016587,English,Undefined_(English),False,135,124016587.png,0,303,28,0,0,0,0,0,1,1,0,1,1,0,0,7,0.279838,0.293742,0,0,0,0,0,0.000462,0,0.000018,0,0,0
2948,Lucifroz,2948,1240248704,English,United States,False,271,1240248704.png,0,154,24,0,0,0,0,0,1,1,0,1,1,0,0,8,0.221306,0.228395,0,0,0,0,0,0.000352,0,0.000018,0,0,0
2949,RaquelM38190322,2949,1240292619365859329,Portuguese,Brazil,False,1478,1240292619365859329.png,0,172,23,1,0.000074,0.836771,0.218578,1,0,1,1,0,1,1796,0.00007,0,0,0,0,0,0,0,0.000984,0,0,0.000033,0,0.001993,0
2950,EdPalhares,2950,124042312,Portuguese,Brazil,False,1914,124042312.png,0,257,23,0,0,0,0,0,1,1,0,2,2,0,0,7,0.270361,0.281837,0,0,0,0,0,0.000679,0,0.000018,0,0,0
2951,boredvick,2951,1240424097148030976,Portuguese,Undefined_(Portuguese),False,55,1240424097148030976.png,0,30,469,0,0,0,0,0,2,2,0,2,2,0,0,6,0.358016,0.387797,0,0,0,0,0,0.01438,1,0.000018,0.5,0,0
2952,rapadordecoco,2952,1240441842048606208,Portuguese,Brazil,False,232,1240441842048606208.png,0,285,491,0,0,0,0,0,2,2,0,2,2,0,0,7,0.271501,0.283494,0,0,0,0,0,0.003769,0,0.000018,0,0,0
2953,Kellemcorn,2953,1240494608439824385,Portuguese,Undefined_(Portuguese),False,106,1240494608439824385.png,0,30,469,0,0,0,0,0,1,1,0,1,1,0,0,6,0.357778,0.387164,0,0,0,0,0,0.014377,0,0.000018,0,0,0
2954,xzmuse,2954,1240596753507901440,Portuguese,Undefined_(Portuguese),False,625,1240596753507901440.png,0,285,34,0,0,0,0,0,1,1,0,1,1,0,0,10,0.157972,0.161982,0,0,0,0,0,0.002955,0,0.000018,0,0,0
2955,reikiptiliano,2955,1240652847051653120,Portuguese,Brazil,False,71,1240652847051653120.png,0,595,469,0,0,0,0,0,4,4,0,7,7,0,0,6,0.369549,0.396929,0,0,0,0,0,0.019815,0.5,0.000018,0.333333,0,0
